geo_id,state_id,county_id,county_name,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasing,industry_professional_scientific_management_administrative_and_waste_management_services,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_services,industry_other_services_except_public_administration,industry_public_administration
0500000US44003,44,003,Kent County,186,4872,9873,2399,10382,4033,1350,6640,8249,23210,8529,3220,3811
0500000US44009,44,009,Washington County,771,3810,6606,1397,7107,1833,848,3907,6350,18136,8497,2631,2682
0500000US45005,45,005,Allendale County,203,130,463,27,235,286,16,34,81,616,213,69,423
0500000US45023,45,023,Chester County,269,834,2868,643,1409,747,207,478,1030,2364,936,666,643
0500000US45067,45,067,Marion County,621,458,2184,182,1453,774,116,358,734,2852,818,371,576
0500000US45073,45,073,Oconee County,264,2516,6246,376,3122,1693,293,1238,2642,7027,3096,1848,771
0500000US45019,45,019,Charleston County,771,13618,12536,4336,21296,9063,4656,13115,30037,46463,26078,10027,8098
0500000US45069,45,069,Marlboro County,215,301,2579,329,1452,569,113,158,348,2033,512,361,646
0500000US45021,45,021,Cherokee County,134,1182,5927,663,3539,1589,138,750,1365,3580,2051,599,755
0500000US45053,45,053,Jasper County,240,1832,639,228,2224,563,212,284,1611,1929,1203,548,669
0500000US45061,45,061,Lee County,283,217,1174,120,821,406,46,284,318,1303,219,262,397
0500000US45083,45,083,Spartanburg County,664,7902,29894,4278,16841,6951,2737,6227,11934,28067,11717,7609,3966
0500000US45013,45,013,Beaufort County,747,6618,3663,921,10300,2252,1311,4835,9573,15023,11949,3683,3543
0500000US45081,45,081,Saluda County,650,678,1638,260,958,528,120,327,782,1556,522,289,437
0500000US46067,46,067,Hutchinson County,665,205,367,95,388,196,72,148,177,914,151,154,137
0500000US46017,46,017,Buffalo County,72,23,9,0,53,21,0,43,23,155,152,8,99
0500000US46041,46,041,Dewey County,300,142,29,14,176,63,49,95,62,629,137,45,295
0500000US46065,46,065,Hughes County,511,573,355,123,871,340,145,635,707,1736,751,399,2177
0500000US46111,46,111,Sanborn County,260,41,194,46,119,98,20,55,32,252,60,46,60
0500000US46059,46,059,Hand County,483,100,76,105,133,82,5,73,102,357,56,144,51
0500000US46135,46,135,Yankton County,545,582,2007,317,1524,250,91,775,514,3000,767,499,516
0500000US46005,46,005,Beadle County,640,521,2163,436,773,543,82,460,474,1822,538,377,469
0500000US46035,46,035,Davison County,443,1029,1878,222,1247,469,166,454,548,2232,1025,492,363
0500000US46073,46,073,Jerauld County,212,56,110,19,114,77,3,71,43,154,28,50,36
0500000US46117,46,117,Stanley County,177,166,29,102,197,72,26,190,88,381,63,26,185
0500000US46107,46,107,Potter County,252,91,41,69,131,49,24,63,18,214,75,71,30
0500000US46023,46,023,Charles Mix County,513,272,126,103,438,199,50,167,152,972,438,223,241
0500000US46091,46,091,Marshall County,508,159,371,56,272,62,25,93,59,532,168,64,119
0500000US46101,46,101,Moody County,324,201,412,57,250,215,22,179,134,750,331,262,126
0500000US46121,46,121,Todd County,241,59,0,28,298,60,14,142,81,960,191,47,455
0500000US46085,46,085,Lyman County,352,97,5,40,201,67,12,45,55,468,161,45,211
0500000US46115,46,115,Spink County,598,161,162,143,354,192,12,117,102,786,232,175,213
0500000US46011,46,011,Brookings County,1204,1093,3942,492,2034,663,89,636,897,4894,2200,715,500
0500000US46057,46,057,Hamlin County,372,327,475,130,310,117,22,129,101,580,95,134,63
0500000US47083,47,083,Houston County,54,276,836,27,458,165,19,108,93,565,110,156,123
0500000US47071,47,071,Hardin County,181,717,2045,30,1206,692,145,456,576,1907,736,539,530
0500000US47069,47,069,Hardeman County,159,395,1850,106,882,559,57,199,373,2115,233,399,694
0500000US47139,47,139,Polk County,268,671,1454,87,813,366,58,351,427,1338,455,219,352
0500000US47185,47,185,White County,229,551,2262,313,1240,824,89,312,533,2135,718,387,494
0500000US47171,47,171,Unicoi County,140,612,1370,125,875,469,50,170,610,1452,558,296,336
0500000US47183,47,183,Weakley County,550,508,2509,426,1717,665,135,327,755,3938,1483,556,733
0500000US47007,47,007,Bledsoe County,621,538,778,68,565,462,39,214,444,1156,311,112,431
0500000US47031,47,031,Coffee County,473,1548,6400,271,2940,1176,212,1003,1448,3971,2146,1131,1077
0500000US47073,47,073,Hawkins County,246,1778,4896,295,2659,1424,243,919,1238,4990,1911,674,741
0500000US47111,47,111,Macon County,345,827,2114,266,1475,637,173,450,529,2038,447,627,287
0500000US47147,47,147,Robertson County,844,3553,4863,929,3661,1937,475,2111,3014,6405,2532,1362,1838
0500000US47021,47,021,Cheatham County,225,2324,2386,437,2021,1395,226,1085,2071,3799,1349,967,1334
0500000US47055,47,055,Giles County,346,911,3407,269,1116,575,100,521,690,2448,865,462,584
0500000US47113,47,113,Madison County,295,2110,5602,1124,5395,1960,410,1750,3329,12678,4488,2460,1918
0500000US47137,47,137,Pickett County,167,201,251,10,147,223,2,139,110,396,183,87,126
0500000US47181,47,181,Wayne County,279,390,794,89,516,422,117,296,218,1545,373,189,525
0500000US47003,47,003,Bedford County,675,1636,5739,241,3267,1169,252,876,1420,3585,1226,873,720
0500000US47035,47,035,Cumberland County,839,1448,3192,599,2666,1327,454,866,1715,4339,1737,1124,1076
0500000US47025,47,025,Claiborne County,458,879,2201,192,1209,662,78,617,602,3307,788,432,452
0500000US47085,47,085,Humphreys County,137,608,1690,127,921,469,38,201,436,1388,417,273,435
0500000US47141,47,141,Putnam County,218,2189,4353,703,4151,1878,486,1410,2396,8748,3983,1918,1157
0500000US47161,47,161,Stewart County,125,659,668,62,822,374,58,141,320,971,324,348,350
0500000US47039,47,039,Decatur County,181,313,710,64,524,357,42,172,239,1037,314,204,329
0500000US47109,47,109,McNairy County,236,521,2100,230,1053,422,37,325,478,2261,778,455,382
0500000US47011,47,011,Bradley County,326,3130,9562,783,5579,3186,609,2345,3553,10281,4716,2938,830
0500000US48267,48,267,Kimble County,189,243,71,31,304,126,29,51,113,482,267,154,64
0500000US48467,48,467,Van Zandt County,1481,1994,2174,424,2987,1092,329,1020,1705,4991,1910,1163,937
0500000US48317,48,317,Martin County,562,222,83,56,266,165,48,88,77,571,164,164,61
0500000US48501,48,501,Yoakum County,1187,285,52,63,271,477,84,50,262,553,210,121,147
0500000US48387,48,387,Red River County,374,383,801,91,404,212,13,198,185,1202,344,251,452
0500000US48435,48,435,Sutton County,542,142,90,49,239,104,14,60,121,268,205,65,39
0500000US48459,48,459,Upshur County,920,1548,1891,521,2473,1009,126,699,1547,3709,961,1022,537
0500000US48481,48,481,Wharton County,2101,1693,1958,670,2514,859,176,753,1169,4324,1005,838,748
0500000US48033,48,033,Borden County,79,39,3,6,5,10,0,6,23,50,0,21,36
0500000US48315,48,315,Marion County,131,291,379,172,542,192,41,128,280,853,266,179,158
0500000US48181,48,181,Grayson County,1208,5130,7909,1279,7166,2642,753,3539,4844,13554,5470,3091,2575
0500000US48363,48,363,Palo Pinto County,1031,1081,1439,393,1399,695,222,638,690,1905,1272,691,447
0500000US48123,48,123,DeWitt County,1332,610,779,155,755,184,60,294,433,1673,649,406,627
0500000US48059,48,059,Callahan County,502,591,482,115,589,450,67,311,384,1301,197,363,332
0500000US48183,48,183,Gregg County,2759,3940,6339,1672,7238,2759,676,2768,4689,12419,5583,3096,1615
0500000US48303,48,303,Lubbock County,3798,9806,7832,5276,18129,6509,2576,8780,11707,43731,16343,7832,5332
0500000US48257,48,257,Kaufman County,923,5001,5267,1709,6700,3658,928,3128,5122,13279,4036,2541,2811
0500000US48153,48,153,Floyd County,510,120,88,46,215,227,8,102,141,584,138,82,139
0500000US48071,48,071,Chambers County,619,2229,3654,725,1438,1510,125,1061,1276,3418,916,604,246
0500000US48027,48,027,Bell County,1215,9843,7792,3021,16687,6497,2020,6817,13185,37101,13392,6741,14847
0500000US48233,48,233,Hutchinson County,803,1131,1504,180,1147,269,28,332,765,1266,687,415,468
0500000US48361,48,361,Orange County,520,3650,5870,981,4269,2325,359,1655,3217,8051,3489,1621,1076
0500000US48495,48,495,Winkler County,764,292,44,113,245,376,22,122,201,501,263,143,187
0500000US48053,48,053,Burnet County,778,2787,1364,495,2789,800,372,1151,1809,3711,2366,944,937
0500000US48113,48,113,Dallas County,9136,127180,109479,39055,140629,80579,29635,110143,182276,230905,123823,70997,29002
0500000US48311,48,311,McMullen County,70,15,21,0,13,9,0,4,16,13,23,19,27
0500000US48251,48,251,Johnson County,2207,5887,7943,2636,13244,4778,850,3572,5577,16088,4628,4394,3041
0500000US48205,48,205,Hartley County,446,75,144,64,208,101,0,103,81,559,107,46,79
0500000US48293,48,293,Limestone County,934,811,760,172,1027,472,45,320,529,2368,494,396,574
0500000US48367,48,367,Parker County,3176,5738,6727,1461,6759,4131,973,3467,4894,12570,4317,3286,2753
0500000US48109,48,109,Culberson County,142,84,8,4,54,31,1,13,73,234,206,67,66
0500000US48169,48,169,Garza County,250,172,140,12,115,97,26,54,132,428,291,146,271
0500000US48453,48,453,Travis County,4765,49372,50781,14539,64249,23133,21869,48060,120033,132575,68425,32179,36504
0500000US48087,48,087,Collingsworth County,226,101,77,17,106,65,0,27,83,323,113,71,113
0500000US48279,48,279,Lamb County,1135,363,280,134,627,396,37,170,299,1278,454,247,227
0500000US48301,48,301,Loving County,13,0,0,11,3,0,0,6,0,3,0,0,0
0500000US28117,28,117,Prentiss County,176,578,2335,185,1070,616,12,357,586,2304,838,331,273
0500000US28059,28,059,Jackson County,778,4301,10557,817,6686,2863,601,2737,4014,12897,9713,2407,3034
0500000US28143,28,143,Tunica County,262,64,247,89,359,221,3,88,312,741,1387,234,149
0500000US28021,28,021,Claiborne County,89,166,164,6,236,301,14,43,76,964,208,85,186
0500000US28075,28,075,Lauderdale County,735,1887,2399,780,4429,2036,381,1819,1955,8851,2436,1849,1555
0500000US28127,28,127,Simpson County,499,992,1338,272,1291,619,85,538,638,2614,744,471,548
0500000US28007,28,007,Attala County,369,584,1166,222,707,343,70,206,280,1583,433,268,403
0500000US28027,28,027,Coahoma County,486,312,732,150,984,346,28,312,382,2573,1223,443,422
0500000US28147,28,147,Walthall County,668,424,520,101,626,463,43,287,384,1063,278,212,390
0500000US28115,28,115,Pontotoc County,221,795,3781,208,1863,920,235,550,679,2428,605,503,395
0500000US28003,28,003,Alcorn County,304,845,3332,406,1740,651,231,673,1012,3441,1084,524,606
0500000US28033,28,033,DeSoto County,872,5708,8970,4158,10486,11535,885,4234,7132,18271,8162,3724,3418
0500000US29129,29,129,Mercer County,332,88,267,8,209,84,57,48,61,329,66,48,63
0500000US29047,29,047,Clay County,817,5873,13518,4147,14489,8767,2422,9633,15173,27492,11870,5357,5959
0500000US29065,29,065,Dent County,370,521,697,232,927,127,172,184,269,1857,398,258,218
0500000US29227,29,227,Worth County,128,106,116,33,83,35,1,41,27,185,82,43,44
0500000US29510,29,510,St. Louis city,601,5317,13342,3410,14422,6975,3778,10115,18371,43139,19629,7490,7102
0500000US29023,29,023,Butler County,591,978,2267,315,2763,975,205,739,739,5025,1113,708,649
0500000US29087,29,087,Holt County,233,121,278,66,269,175,39,77,79,427,96,55,148
0500000US29139,29,139,Montgomery County,371,575,851,101,517,233,20,238,242,1072,237,173,401
0500000US29207,29,207,Stoddard County,625,907,1763,319,1869,991,179,628,659,3067,677,455,460
0500000US29221,29,221,Washington County,280,939,1204,200,1046,519,98,303,709,2113,712,471,438
0500000US29063,29,063,DeKalb County,177,245,710,121,510,305,43,317,181,896,196,258,317
0500000US29107,29,107,Lafayette County,434,1799,1932,307,1715,1037,299,1040,1059,3356,899,715,721
0500000US29197,29,197,Schuyler County,192,115,300,44,242,92,11,35,108,520,86,95,56
0500000US29029,29,029,Camden County,387,1647,1305,226,3545,913,139,918,1391,3581,2611,1037,531
0500000US29097,29,097,Jasper County,710,3478,9860,1294,7467,3582,1100,2116,4135,12341,5796,3422,1441
0500000US29119,29,119,McDonald County,456,876,2031,169,1699,455,166,339,427,1428,688,429,245
0500000US29167,29,167,Polk County,643,1055,1743,540,1604,767,178,445,882,4157,952,752,417
0500000US29179,29,179,Reynolds County,405,136,436,14,175,105,24,40,101,591,134,186,136
0500000US29201,29,201,Scott County,446,1076,2107,579,2138,1037,418,911,848,4595,1175,819,640
0500000US29011,29,011,Barton County,593,287,924,99,677,232,72,309,240,1044,295,201,222
0500000US29051,29,051,Cole County,452,2027,3148,803,4407,1802,916,2387,3079,7349,2375,1915,6807
0500000US29073,29,073,Gasconade County,211,492,1496,153,719,354,103,311,357,1563,489,353,290
0500000US29121,29,121,Macon County,171,707,951,102,876,416,148,332,313,1383,420,249,295
0500000US29155,29,155,Pemiscot County,367,196,1274,90,617,293,21,334,150,1780,387,288,304
0500000US29203,29,203,Shannon County,339,194,513,51,244,148,7,107,106,712,240,96,146
0500000US29067,29,067,Douglas County,380,387,720,48,789,423,32,232,194,769,245,388,195
0500000US29083,29,083,Henry County,431,727,1164,229,1038,652,40,464,627,2025,741,366,327
0500000US29109,29,109,Lawrence County,904,889,3399,271,1698,1248,198,646,1253,3880,1177,894,384
0500000US30015,30,015,Chouteau County,645,155,69,97,167,124,4,131,120,588,173,96,147
0500000US30053,30,053,Lincoln County,603,792,360,44,938,295,181,299,470,1496,623,418,283
0500000US30103,30,103,Treasure County,155,28,5,7,21,38,14,9,25,41,13,5,18
0500000US30097,30,097,Sweet Grass County,313,191,72,33,131,139,10,75,91,289,102,90,92
0500000US30079,30,079,Prairie County,199,44,15,0,54,26,3,2,28,82,56,0,95
0500000US30035,30,035,Glacier County,468,322,38,78,429,133,9,146,126,1323,783,217,574
0500000US30037,30,037,Golden Valley County,127,31,6,8,30,23,0,3,5,67,25,13,15
0500000US30095,30,095,Stillwater County,820,322,498,91,542,313,26,172,222,896,339,134,100
0500000US30039,30,039,Granite County,251,65,47,3,95,54,11,35,76,344,154,43,53
0500000US30057,30,057,Madison County,853,287,129,85,380,205,90,149,337,546,609,133,220
0500000US30091,30,091,Sheridan County,439,97,40,92,181,83,39,105,100,391,92,75,121
0500000US30003,30,003,Big Horn County,695,139,24,57,413,167,11,164,74,1489,533,99,860
0500000US30049,30,049,Lewis and Clark County,699,1871,1267,416,3419,1013,513,2773,3472,7587,3414,1862,6148
0500000US30063,30,063,Missoula County,1734,4227,2321,1613,7870,3548,1552,3566,6746,16897,8509,3083,2512
0500000US30013,30,013,Cascade County,1216,2566,1409,986,4691,2142,658,2455,2444,9267,4104,2052,2919
0500000US30033,30,033,Garfield County,256,61,18,4,64,23,0,17,3,57,45,19,50
0500000US30077,30,077,Powell County,397,345,258,6,202,88,32,56,36,543,247,122,262
0500000US30031,30,031,Gallatin County,2187,6572,3923,1498,7389,1820,716,3143,6596,13302,7973,2905,1712
0500000US30001,30,001,Beaverhead County,681,379,203,79,533,178,122,286,180,993,731,169,172
0500000US30065,30,065,Musselshell County,353,121,33,67,242,128,22,85,40,399,97,104,90
0500000US31161,31,161,Sheridan County,378,105,159,82,371,120,44,115,177,526,201,121,215
0500000US31129,31,129,Nuckolls County,374,143,150,109,225,104,54,101,118,535,182,88,41
0500000US31063,31,063,Frontier County,241,88,47,39,135,93,5,64,71,285,61,61,64
0500000US31055,31,055,Douglas County,1842,19786,23473,7230,33532,15367,6776,30975,35118,69180,25311,12457,7837
0500000US31029,31,029,Chase County,447,104,52,70,327,119,48,100,61,383,115,92,100
0500000US31005,31,005,Arthur County,74,17,9,3,19,8,1,2,7,33,6,10,7
0500000US31061,31,061,Franklin County,299,87,93,83,143,76,34,88,72,330,63,53,77
0500000US31095,31,095,Jefferson County,608,207,474,157,466,230,47,148,89,655,139,237,101
0500000US31115,31,115,Loup County,121,6,14,17,12,28,9,6,7,60,16,4,5
0500000US31137,31,137,Phelps County,603,258,588,128,447,310,27,159,250,1344,220,219,235
0500000US31157,31,157,Scotts Bluff County,676,1335,1521,538,2349,1197,241,1035,1281,4223,1268,979,862
0500000US31105,31,105,Kimball County,186,111,164,49,198,154,13,53,113,333,149,78,133
0500000US31121,31,121,Merrick County,642,294,524,122,343,264,52,380,138,919,111,214,88
0500000US31021,31,021,Burt County,320,287,323,92,331,175,81,233,134,680,175,99,98
0500000US31039,31,039,Cuming County,685,384,665,151,527,160,64,161,147,1101,231,277,134
0500000US31075,31,075,Grant County,133,14,11,5,54,17,9,3,8,70,18,13,4
0500000US31085,31,085,Hayes County,211,22,12,4,18,28,3,20,7,113,11,5,40
0500000US31027,31,027,Cedar County,828,353,561,124,447,208,80,291,120,1082,149,157,138
0500000US31097,31,097,Johnson County,241,162,229,33,194,156,10,90,100,455,91,77,279
0500000US31071,31,071,Garfield County,156,60,87,15,111,43,25,57,36,203,106,58,61
0500000US31133,31,133,Pawnee County,142,128,187,15,104,67,7,46,34,293,81,48,61
0500000US31183,31,183,Wheeler County,179,24,14,22,52,18,1,12,5,88,16,21,9
0500000US31185,31,185,York County,588,430,657,254,713,397,122,385,549,1606,520,438,229
0500000US31037,31,037,Colfax County,647,327,1647,176,509,222,39,172,236,845,267,136,114
0500000US31113,31,113,Logan County,107,30,22,5,51,76,6,15,19,70,13,22,15
0500000US31143,31,143,Polk County,401,139,351,103,251,140,24,103,104,641,124,148,101
0500000US31017,31,017,Brown County,290,131,58,29,171,94,19,49,46,348,171,67,44
0500000US32015,32,015,Lander County,1084,230,3,92,239,104,26,0,52,355,186,99,127
0500000US32011,32,011,Eureka County,381,53,28,0,53,42,0,0,73,99,34,29,169
0500000US34021,34,021,Mercer County,701,8236,14407,4945,17448,8267,4049,15191,26385,46871,13542,8035,12633
0500000US34035,34,035,Somerset County,638,7279,20723,6941,16519,7004,7540,17626,28166,37911,11782,6335,4917
0500000US34001,34,001,Atlantic County,555,7842,5696,2424,14749,5107,1674,6124,11058,30060,29239,5680,7226
0500000US34023,34,023,Middlesex County,451,20582,37440,15480,42338,30437,12097,35138,64703,88188,27916,16149,14618
0500000US34009,34,009,Cape May County,301,3541,1360,998,4892,1626,504,3033,3092,10560,6774,1608,3304
0500000US34039,34,039,Union County,244,16126,25224,9645,29635,25745,7209,23769,36514,61779,20290,13408,10293
0500000US34019,34,019,Hunterdon County,713,4117,7530,2306,6367,2050,2537,6065,9367,14695,4994,2969,2665
0500000US35028,35,028,Los Alamos County,42,137,118,4,381,154,70,309,5211,1661,589,303,537
0500000US35061,35,061,Valencia County,704,3159,1280,493,3601,1770,357,1672,2646,6746,3091,1241,2280
0500000US35001,35,001,Bernalillo County,2920,20340,13506,6819,35114,10456,6433,16948,46877,82193,35940,17406,20241
0500000US35011,35,011,De Baca County,95,132,18,12,16,29,9,15,94,182,57,13,76
0500000US35023,35,023,Hidalgo County,244,79,54,0,186,87,14,40,46,402,199,33,157
0500000US35043,35,043,Sandoval County,774,4522,3259,1338,7718,2395,1135,4183,6355,14571,6229,3279,4710
0500000US35009,35,009,Curry County,1398,1433,1453,374,2816,1158,378,840,1295,4441,1897,939,2251
0500000US35021,35,021,Harding County,52,16,6,2,8,6,5,2,0,23,10,2,22
0500000US35045,35,045,San Juan County,6184,3761,1657,1235,6442,3775,416,1643,2871,12225,5100,2702,2721
0500000US35005,35,005,Chaves County,2503,1999,1207,625,3080,1832,199,1260,1507,6745,2645,1428,1599
0500000US35059,35,059,Union County,272,77,91,5,131,46,20,64,99,336,167,54,226
0500000US35041,35,041,Roosevelt County,819,498,405,69,800,485,76,251,475,2351,1002,145,581
0500000US36005,36,005,Bronx County,527,29971,19553,9936,66926,44957,10016,37671,53717,193464,73370,33618,21931
0500000US36035,36,035,Fulton County,257,1636,2918,400,3532,1530,411,676,1811,6426,1810,1310,1643
0500000US36083,36,083,Rensselaer County,385,5385,6047,1513,8253,4527,1525,4794,8666,21400,6697,3521,8288
0500000US36043,36,043,Herkimer County,690,1959,3476,791,3774,1384,320,1503,1869,8162,2208,1212,1279
0500000US36089,36,089,St. Lawrence County,1240,2976,2521,452,5649,1875,585,1776,2462,15198,4011,1960,3570
0500000US36113,36,113,Warren County,182,2243,2531,809,4103,1257,457,1444,2590,8783,4157,1532,1849
0500000US36027,36,027,Dutchess County,1533,9799,9402,2668,16727,7384,3167,8746,15754,41340,13512,6787,7239
0500000US36055,36,055,Monroe County,1574,14883,41860,8006,41541,12739,9205,19836,43964,116667,30667,15716,10387
0500000US36111,36,111,Ulster County,911,6576,5233,1852,10789,4216,1772,5262,7758,24476,8666,4458,4764
0500000US36051,36,051,Livingston County,1053,2083,3749,584,2900,1152,366,915,2156,8159,2735,1478,1492
0500000US36039,36,039,Greene County,323,1555,1703,446,2438,1184,448,1138,1335,4803,2121,1002,1796
0500000US36003,36,003,Allegany County,699,1442,3177,276,1820,821,228,461,793,6746,1632,1022,912
0500000US36009,36,009,Cattaraugus County,787,2578,4541,564,4004,1580,290,1198,2022,8992,3556,1347,2151
0500000US36093,36,093,Schenectady County,232,3331,5148,1450,9112,3519,1348,4822,7621,20818,6233,3599,6330
0500000US36123,36,123,Yates County,922,921,1543,243,1314,364,121,413,643,2827,798,664,408
0500000US37087,37,087,Haywood County,408,2140,3341,448,3357,700,439,1256,2300,7216,2767,1252,936
0500000US37005,37,005,Alleghany County,265,615,471,64,654,164,25,245,293,1122,315,188,134
0500000US37045,37,045,Cleveland County,373,2409,8178,893,4972,1890,461,1021,2798,9452,3532,1899,1823
0500000US37077,37,077,Granville County,423,1400,4208,756,2440,1205,350,1492,2955,6295,1527,1254,1980
0500000US37093,37,093,Hoke County,516,992,2727,219,2674,797,247,611,1555,4787,1282,757,1797
0500000US37097,37,097,Iredell County,923,5332,15642,2570,11842,4226,679,4426,7492,15953,8494,3828,1971
0500000US37147,37,147,Pitt County,1037,4796,9248,1472,9489,2730,1328,4216,5253,25331,9905,4644,3734
0500000US37039,37,039,Cherokee County,221,1064,1289,94,1418,266,274,330,766,2230,1437,550,361
0500000US37193,37,193,Wilkes County,882,2488,4888,728,4719,1398,398,1078,2124,6219,1764,1424,1142
0500000US37003,37,003,Alexander County,405,969,5205,354,1782,891,82,466,614,3408,810,746,532
0500000US37031,37,031,Carteret County,593,2568,1647,532,3972,1333,346,1828,3039,6494,4195,1500,2551
0500000US37139,37,139,Pasquotank County,220,996,1535,436,2413,595,178,593,1191,4066,1660,728,1678
0500000US37173,37,173,Swain County,198,321,191,69,387,115,74,299,404,1457,1391,228,559
0500000US37007,37,007,Anson County,473,772,2449,181,673,758,36,314,412,2760,522,311,693
0500000US37069,37,069,Franklin County,714,2595,3922,697,4131,1165,324,1569,3101,6320,1941,1734,1597
0500000US37113,37,113,Macon County,191,1606,905,268,1926,567,303,736,1170,3061,1917,877,428
0500000US37175,37,175,Transylvania County,186,1500,1253,262,1520,420,158,598,1238,3361,1816,803,396
0500000US37047,37,047,Columbus County,455,1499,2189,399,2184,1262,128,966,1509,5195,1819,831,1304
0500000US37123,37,123,Montgomery County,349,836,2996,166,830,269,76,345,669,2277,669,493,576
0500000US37153,37,153,Richmond County,534,1126,3123,499,2372,995,108,541,852,3919,1154,1091,1075
0500000US37171,37,171,Surry County,945,2989,4830,670,3977,1390,229,1179,2188,6929,2638,1580,1143
0500000US37021,37,021,Buncombe County,1049,7807,12769,2188,15905,3466,1866,6480,13542,32133,16542,7203,3894
0500000US37025,37,025,Cabarrus County,480,7179,9464,3557,11820,5426,1761,9260,9135,22061,10178,5276,3956
0500000US37057,37,057,Davidson County,672,5170,15228,2565,8951,4717,1072,3155,5542,15049,5495,4013,2545
0500000US37091,37,091,Hertford County,327,357,1615,175,1285,453,106,250,327,2649,650,379,710
0500000US37141,37,141,Pender County,596,2834,2298,492,3616,1395,390,1087,3076,5203,2261,979,1089
0500000US37189,37,189,Watauga County,301,1770,1129,262,3770,559,350,1317,1640,7692,4097,1452,627
0500000US37177,37,177,Tyrrell County,112,84,136,33,220,59,36,70,96,262,143,79,230
0500000US38097,38,097,Traill County,564,251,293,232,302,216,22,211,162,1248,232,159,164
0500000US38021,38,021,Dickey County,420,156,326,92,291,83,28,97,135,618,190,123,47
0500000US38101,38,101,Ward County,3007,2054,1119,1510,4906,2465,790,1983,2668,8562,3297,1491,1886
0500000US38049,38,049,McHenry County,561,211,144,222,306,248,26,143,118,518,148,99,179
0500000US38005,38,005,Benson County,337,161,117,71,188,78,13,147,65,591,399,77,128
0500000US38075,38,075,Renville County,309,118,33,50,129,50,9,52,50,220,56,64,74
0500000US38015,38,015,Burleigh County,2059,4166,2032,1694,5717,3221,743,2832,4045,14147,4169,2423,4252
0500000US38065,38,065,Oliver County,168,90,17,12,66,100,16,23,31,120,40,37,93
0500000US38071,38,071,Ramsey County,503,409,236,148,675,256,118,312,305,1526,981,218,338
0500000US38039,38,039,Griggs County,283,71,126,76,71,39,27,48,54,293,39,36,19
0500000US38083,38,083,Sheridan County,153,53,59,14,50,36,5,26,20,92,30,28,31
0500000US38103,38,103,Wells County,339,155,105,50,154,168,27,157,80,414,90,117,85
0500000US39099,39,099,Mahoning County,725,6256,14234,3012,14231,4875,1470,4618,8951,27597,10049,5355,3512
0500000US39145,39,145,Scioto County,319,1841,2831,475,3939,1691,348,1155,1468,8745,2351,1383,1547
0500000US39105,39,105,Meigs County,253,1056,1020,68,1069,716,55,255,549,2492,633,441,439
0500000US39131,39,131,Pike County,254,791,1663,89,1490,602,74,422,675,2894,642,287,433
0500000US39061,39,061,Hamilton County,820,18408,46642,11045,44710,19979,7221,32528,52016,100071,39423,17078,12744
0500000US39087,39,087,Lawrence County,119,1325,3289,572,3152,1364,337,795,1580,7938,2109,1025,681
0500000US39157,39,157,Tuscarawas County,1329,2633,10820,896,4762,2099,663,1558,2936,9234,3780,2066,1161
0500000US39015,39,015,Brown County,363,1653,3294,372,1862,998,221,1273,1438,4507,1733,779,1001
0500000US39043,39,043,Erie County,447,1909,6730,750,3839,1964,651,1527,1927,7753,5389,1477,1672
0500000US39089,39,089,Licking County,927,5427,9453,1912,11060,4146,1427,7999,7257,18874,6819,3580,4609
0500000US39019,39,019,Carroll County,592,1159,2295,301,1440,947,155,428,716,2780,919,462,338
0500000US39025,39,025,Clermont County,354,7454,14141,2671,13885,4448,1714,7766,12157,20364,8221,5105,2866
0500000US39071,39,071,Highland County,853,1270,3536,328,1959,1369,224,689,1174,3632,1328,714,583
0500000US39133,39,133,Portage County,882,4681,15067,2510,10423,3527,1325,3699,7122,18849,8870,3907,2504
0500000US39013,39,013,Belmont County,2112,1722,2636,542,3839,1692,289,1411,2294,7211,2719,1301,1224
0500000US39127,39,127,Perry County,275,1566,2321,174,1913,990,76,629,916,4152,836,697,625
0500000US48395,48,395,Robertson County,777,662,764,99,964,609,113,94,423,1808,448,355,285
0500000US48441,48,441,Taylor County,1451,4299,3803,1218,8078,3155,671,4364,3906,17827,6255,3500,4363
0500000US48455,48,455,Trinity County,258,583,349,125,578,325,38,124,386,948,417,213,594
0500000US48019,48,019,Bandera County,679,1106,627,312,969,222,192,636,592,2209,569,725,405
0500000US48079,48,079,Cochran County,438,67,40,19,86,121,5,42,8,234,38,44,65
0500000US48091,48,091,Comal County,1340,6205,4359,1906,7585,2817,1481,3930,7741,12326,6265,3221,2801
0500000US48225,48,225,Houston County,667,632,667,87,1038,549,40,423,466,1798,554,461,815
0500000US48375,48,375,Potter County,863,4813,7026,1576,6524,2891,551,2491,3587,10824,5788,3237,2466
0500000US48415,48,415,Scurry County,1460,549,218,130,1107,438,30,300,273,1176,435,310,314
0500000US48433,48,433,Stonewall County,121,44,6,13,61,81,0,44,5,134,17,13,47
0500000US48049,48,049,Brown County,797,950,2339,191,1789,691,160,654,874,4308,1171,1052,998
0500000US48025,48,025,Bee County,929,637,331,236,1598,677,49,317,299,1911,693,487,1285
